-180.00 -90.00 -0.0003932
-175.00 -90.00 -0.0003929
-170.00 -90.00 -0.0003927
-165.00 -90.00 -0.0003924
-160.00 -90.00 -0.0003922
-155.00 -90.00 -0.0003919
-150.00 -90.00 -0.0003917
-145.00 -90.00 -0.0003916
-140.00 -90.00 -0.0003914
-135.00 -90.00 -0.0003914
-130.00 -90.00 -0.0003913
-125.00 -90.00 -0.0003913
-120.00 -90.00 -0.0003914
-115.00 -90.00 -0.0003915
-110.00 -90.00 -0.0003917
-105.00 -90.00 -0.0003918
-100.00 -90.00 -0.0003921
-95.00 -90.00 -0.0003923
-90.00 -90.00 -0.0003926
-85.00 -90.00 -0.0003928
-80.00 -90.00 -0.0003931
-75.00 -90.00 -0.0003934
-70.00 -90.00 -0.0003936
-65.00 -90.00 -0.0003938
-60.00 -90.00 -0.000394
-55.00 -90.00 -0.0003942
-50.00 -90.00 -0.0003943
-45.00 -90.00 -0.0003944
-40.00 -90.00 -0.0003944
-35.00 -90.00 -0.0003944
-30.00 -90.00 -0.0003944
-25.00 -90.00 -0.0003942
-20.00 -90.00 -0.0003941
-15.00 -90.00 -0.0003939
-10.00 -90.00 -0.0003937
-5.00 -90.00 -0.0003935
0.00 -90.00 -0.0003932
5.00 -90.00 -0.0003929
10.00 -90.00 -0.0003927
15.00 -90.00 -0.0003924
20.00 -90.00 -0.0003921
25.00 -90.00 -0.0003919
30.00 -90.00 -0.0003917
35.00 -90.00 -0.0003916
40.00 -90.00 -0.0003914
45.00 -90.00 -0.0003914
50.00 -90.00 -0.0003913
55.00 -90.00 -0.0003913
60.00 -90.00 -0.0003914
65.00 -90.00 -0.0003915
70.00 -90.00 -0.0003916
75.00 -90.00 -0.0003918
80.00 -90.00 -0.0003921
85.00 -90.00 -0.0003923
90.00 -90.00 -0.0003926
95.00 -90.00 -0.0003928
100.00 -90.00 -0.0003931
105.00 -90.00 -0.0003934
110.00 -90.00 -0.0003936
115.00 -90.00 -0.0003938
120.00 -90.00 -0.000394
125.00 -90.00 -0.0003942
130.00 -90.00 -0.0003943
135.00 -90.00 -0.0003944
140.00 -90.00 -0.0003944
145.00 -90.00 -0.0003944
150.00 -90.00 -0.0003944
155.00 -90.00 -0.0003943
160.00 -90.00 -0.0003941
165.00 -90.00 -0.0003939
170.00 -90.00 -0.0003937
175.00 -90.00 -0.0003935
180.00 -90.00 -0.0003932
-180.00 -85.00 -0.0036722
-175.00 -85.00 -0.0036969
-170.00 -85.00 -0.0036893
-165.00 -85.00 -0.0036485
-160.00 -85.00 -0.0035743
-155.00 -85.00 -0.0034675
-150.00 -85.00 -0.0033295
-145.00 -85.00 -0.0031619
-140.00 -85.00 -0.0029668
-135.00 -85.00 -0.002747
-130.00 -85.00 -0.0025061
-125.00 -85.00 -0.0022486
-120.00 -85.00 -0.0019793
-115.00 -85.00 -0.0017032
-110.00 -85.00 -0.0014254
-105.00 -85.00 -0.0011513
-100.00 -85.00 -0.0008867
-95.00 -85.00 -0.0006367
-90.00 -85.00 -0.0004059
-85.00 -85.00 -0.0001981
-80.00 -85.00 -1.61e-05
-75.00 -85.00 0.0001384
-70.00 -85.00 0.0002648
-65.00 -85.00 0.0003637
-60.00 -85.00 0.0004369
-55.00 -85.00 0.0004872
-50.00 -85.00 0.0005184
-45.00 -85.00 0.0005349
-40.00 -85.00 0.0005418
-35.00 -85.00 0.000544
-30.00 -85.00 0.0005463
-25.00 -85.00 0.0005525
-20.00 -85.00 0.0005659
-15.00 -85.00 0.0005892
-10.00 -85.00 0.000624
-5.00 -85.00 0.0006706
0.00 -85.00 0.0007276
5.00 -85.00 0.0007928
10.00 -85.00 0.0008633
15.00 -85.00 0.000936
20.00 -85.00 0.0010073
25.00 -85.00 0.0010727
30.00 -85.00 0.0011277
35.00 -85.00 0.0011676
40.00 -85.00 0.0011886
45.00 -85.00 0.0011877
50.00 -85.00 0.0011621
55.00 -85.00 0.0011093
60.00 -85.00 0.0010273
65.00 -85.00 0.0009151
70.00 -85.00 0.0007734
75.00 -85.00 0.0006038
80.00 -85.00 0.0004089
85.00 -85.00 0.0001914
90.00 -85.00 -4.52e-05
95.00 -85.00 -0.0002966
100.00 -85.00 -0.0005577
105.00 -85.00 -0.0008237
110.00 -85.00 -0.0010906
115.00 -85.00 -0.0013549
120.00 -85.00 -0.0016142
125.00 -85.00 -0.0018661
130.00 -85.00 -0.0021087
135.00 -85.00 -0.0023402
140.00 -85.00 -0.0025596
145.00 -85.00 -0.0027656
150.00 -85.00 -0.0029572
155.00 -85.00 -0.0031324
160.00 -85.00 -0.0032886
165.00 -85.00 -0.0034231
170.00 -85.00 -0.0035334
175.00 -85.00 -0.0036171
180.00 -85.00 -0.0036722
-180.00 -80.00 -0.0067219
-175.00 -80.00 -0.0069601
-170.00 -80.00 -0.0071125
-165.00 -80.00 -0.0071784
-160.00 -80.00 -0.0071681
-155.00 -80.00 -0.0070918
-150.00 -80.00 -0.0069499
-145.00 -80.00 -0.0067391
-140.00 -80.00 -0.006462
-135.00 -80.00 -0.0061226
-130.00 -80.00 -0.0057183
-125.00 -80.00 -0.0052451
-120.00 -80.00 -0.0047108
-115.00 -80.00 -0.0041331
-110.00 -80.00 -0.0035286
-105.00 -80.00 -0.0029106
-100.00 -80.00 -0.0022988
-95.00 -80.00 -0.0017189
-90.00 -80.00 -0.0011904
-85.00 -80.00 -0.0007221
-80.00 -80.00 -0.0003222
-75.00 -80.00 -4.8e-06
-70.00 -80.00 0.0002191
-65.00 -80.00 0.0003498
-60.00 -80.00 0.0003922
-55.00 -80.00 0.0003481
-50.00 -80.00 0.000224
-45.00 -80.00 4.11e-05
-40.00 -80.00 -0.0001691
-35.00 -80.00 -0.0003793
-30.00 -80.00 -0.0005667
-25.00 -80.00 -0.0007048
-20.00 -80.00 -0.0007677
-15.00 -80.00 -0.0007441
-10.00 -80.00 -0.0006396
-5.00 -80.00 -0.000465
0.00 -80.00 -0.0002301
5.00 -80.00 4.83e-05
10.00 -80.00 0.0003441
15.00 -80.00 0.000635
20.00 -80.00 0.0009113
25.00 -80.00 0.001169
30.00 -80.00 0.0014
35.00 -80.00 0.0015981
40.00 -80.00 0.0017663
45.00 -80.00 0.0019101
50.00 -80.00 0.0020239
55.00 -80.00 0.0020935
60.00 -80.00 0.0021072
65.00 -80.00 0.0020571
70.00 -80.00 0.0019301
75.00 -80.00 0.0017112
80.00 -80.00 0.0013977
85.00 -80.00 0.001005
90.00 -80.00 0.0005555
95.00 -80.00 7.11e-05
100.00 -80.00 -0.0004211
105.00 -80.00 -0.0008886
110.00 -80.00 -0.0013075
115.00 -80.00 -0.0016741
120.00 -80.00 -0.001999
125.00 -80.00 -0.0022962
130.00 -80.00 -0.002584
135.00 -80.00 -0.0028896
140.00 -80.00 -0.0032386
145.00 -80.00 -0.0036406
150.00 -80.00 -0.0040885
155.00 -80.00 -0.0045697
160.00 -80.00 -0.0050689
165.00 -80.00 -0.005561
170.00 -80.00 -0.0060144
175.00 -80.00 -0.0064048
180.00 -80.00 -0.0067219
-180.00 -75.00 -0.0079953
-175.00 -75.00 -0.0084141
-170.00 -75.00 -0.0086692
-165.00 -75.00 -0.0088066
-160.00 -75.00 -0.0088748
-155.00 -75.00 -0.0089147
-150.00 -75.00 -0.0089498
-145.00 -75.00 -0.0089821
-140.00 -75.00 -0.0089927
-135.00 -75.00 -0.0089424
-130.00 -75.00 -0.0087809
-125.00 -75.00 -0.0084634
-120.00 -75.00 -0.0079671
-115.00 -75.00 -0.0073006
-110.00 -75.00 -0.0065045
-105.00 -75.00 -0.005643
-100.00 -75.00 -0.0047822
-95.00 -75.00 -0.0039698
-90.00 -75.00 -0.003226
-85.00 -75.00 -0.0025486
-80.00 -75.00 -0.0019244
-75.00 -75.00 -0.0013478
-70.00 -75.00 -0.0008366
-65.00 -75.00 -0.0004311
-60.00 -75.00 -0.0001805
-55.00 -75.00 -0.0001252
-50.00 -75.00 -0.0002807
-45.00 -75.00 -0.0006239
-40.00 -75.00 -0.0010917
-35.00 -75.00 -0.0015947
-30.00 -75.00 -0.002035
-25.00 -75.00 -0.0023228
-20.00 -75.00 -0.0023967
-15.00 -75.00 -0.0022385
-10.00 -75.00 -0.0018752
-5.00 -75.00 -0.0013696
0.00 -75.00 -0.0008068
5.00 -75.00 -0.0002758
10.00 -75.00 0.0001526
15.00 -75.00 0.0004391
20.00 -75.00 0.0005756
25.00 -75.00 0.0005818
30.00 -75.00 0.000501
35.00 -75.00 0.0003902
40.00 -75.00 0.0003084
45.00 -75.00 0.000311
50.00 -75.00 0.0004403
55.00 -75.00 0.0007107
60.00 -75.00 0.001098
65.00 -75.00 0.0015406
70.00 -75.00 0.0019487
75.00 -75.00 0.0022223
80.00 -75.00 0.0022799
85.00 -75.00 0.0020876
90.00 -75.00 0.0016723
95.00 -75.00 0.0011159
100.00 -75.00 0.0005369
105.00 -75.00 5.71e-05
110.00 -75.00 -0.0002367
115.00 -75.00 -0.0003201
120.00 -75.00 -0.0002362
125.00 -75.00 -8.47e-05
130.00 -75.00 3.7e-06
135.00 -75.00 -9.55e-05
140.00 -75.00 -0.0004663
145.00 -75.00 -0.0011357
150.00 -75.00 -0.0020707
155.00 -75.00 -0.0031882
160.00 -75.00 -0.0043775
165.00 -75.00 -0.0055274
170.00 -75.00 -0.006547
175.00 -75.00 -0.007377
180.00 -75.00 -0.0079952
-180.00 -70.00 -0.0077412
-175.00 -70.00 -0.008003
-170.00 -70.00 -0.0080818
-165.00 -70.00 -0.0080595
-160.00 -70.00 -0.0080059
-155.00 -70.00 -0.007982
-150.00 -70.00 -0.0080452
-145.00 -70.00 -0.008243
-140.00 -70.00 -0.0085883
-135.00 -70.00 -0.0090275
-130.00 -70.00 -0.0094293
-125.00 -70.00 -0.0096148
-120.00 -70.00 -0.0094291
-115.00 -70.00 -0.0088205
-110.00 -70.00 -0.0078814
-105.00 -70.00 -0.0068164
-100.00 -70.00 -0.0058482
-95.00 -70.00 -0.0051081
-90.00 -70.00 -0.004574
-85.00 -70.00 -0.0040923
-80.00 -70.00 -0.003473
-75.00 -70.00 -0.0026043
-70.00 -70.00 -0.001524
-65.00 -70.00 -0.0004128
-60.00 -70.00 0.0004826
-55.00 -70.00 0.0009505
-50.00 -70.00 0.0008898
-45.00 -70.00 0.0003337
-40.00 -70.00 -0.0005752
-35.00 -70.00 -0.0016318
-30.00 -70.00 -0.0026149
-25.00 -70.00 -0.0033246
-20.00 -70.00 -0.0036161
-15.00 -70.00 -0.003433
-10.00 -70.00 -0.0028319
-5.00 -70.00 -0.0019777
0.00 -70.00 -0.0010985
5.00 -70.00 -0.0004125
10.00 -70.00 -5.7e-05
15.00 -70.00 -5.77e-05
20.00 -70.00 -0.0003496
25.00 -70.00 -0.0008298
30.00 -70.00 -0.0014057
35.00 -70.00 -0.0020081
40.00 -70.00 -0.0025686
45.00 -70.00 -0.0029892
50.00 -70.00 -0.0031372
55.00 -70.00 -0.0028808
60.00 -70.00 -0.0021527
65.00 -70.00 -0.0010058
70.00 -70.00 0.000372
75.00 -70.00 0.0017022
80.00 -70.00 0.0027042
85.00 -70.00 0.0031926
90.00 -70.00 0.0031454
95.00 -70.00 0.0027108
100.00 -70.00 0.0021526
105.00 -70.00 0.0017526
110.00 -70.00 0.0017094
115.00 -70.00 0.0020681
120.00 -70.00 0.0027061
125.00 -70.00 0.0033773
130.00 -70.00 0.0037948
135.00 -70.00 0.0037236
140.00 -70.00 0.0030494
145.00 -70.00 0.0018041
150.00 -70.00 0.0001438
155.00 -70.00 -0.0017059
160.00 -70.00 -0.0035139
165.00 -70.00 -0.005095
170.00 -70.00 -0.0063381
175.00 -70.00 -0.00721
180.00 -70.00 -0.0077412
-180.00 -65.00 -0.0076766
-175.00 -65.00 -0.0077437
-170.00 -65.00 -0.0077046
-165.00 -65.00 -0.0076156
-160.00 -65.00 -0.0074619
-155.00 -65.00 -0.0071864
-150.00 -65.00 -0.006789
-145.00 -65.00 -0.0064121
-140.00 -65.00 -0.0063071
-135.00 -65.00 -0.0066658
-130.00 -65.00 -0.0074245
-125.00 -65.00 -0.0082095
-120.00 -65.00 -0.0085081
-115.00 -65.00 -0.0079813
-110.00 -65.00 -0.0067088
-105.00 -65.00 -0.0051809
-100.00 -65.00 -0.0040155
-95.00 -65.00 -0.0035738
-90.00 -65.00 -0.0037253
-85.00 -65.00 -0.0039207
-80.00 -65.00 -0.0035301
-75.00 -65.00 -0.0022273
-70.00 -65.00 -0.0001835
-65.00 -65.00 0.002033
-60.00 -65.00 0.0037641
-55.00 -65.00 0.0045736
-50.00 -65.00 0.0043853
-45.00 -65.00 0.0034084
-40.00 -65.00 0.0019482
-35.00 -65.00 0.0002552
-30.00 -65.00 -0.0014956
-25.00 -65.00 -0.0031277
-20.00 -65.00 -0.0044007
-15.00 -65.00 -0.0050629
-10.00 -65.00 -0.0050016
-5.00 -65.00 -0.0043708
0.00 -65.00 -0.0035635
5.00 -65.00 -0.0030119
10.00 -65.00 -0.00294
15.00 -65.00 -0.0032483
20.00 -65.00 -0.0036197
25.00 -65.00 -0.0037663
30.00 -65.00 -0.0036358
35.00 -65.00 -0.0034281
40.00 -65.00 -0.0034206
45.00 -65.00 -0.0037373
50.00 -65.00 -0.0042267
55.00 -65.00 -0.004527
60.00 -65.00 -0.0042714
65.00 -65.00 -0.0033011
70.00 -65.00 -0.0017623
75.00 -65.00 -4.11e-05
80.00 -65.00 0.0014196
85.00 -65.00 0.0023189
90.00 -65.00 0.0026155
95.00 -65.00 0.0025145
100.00 -65.00 0.0023469
105.00 -65.00 0.0024077
110.00 -65.00 0.0028295
115.00 -65.00 0.0035354
120.00 -65.00 0.0042769
125.00 -65.00 0.0047308
130.00 -65.00 0.0046173
135.00 -65.00 0.003802
140.00 -65.00 0.0023442
145.00 -65.00 0.0004704
150.00 -65.00 -0.0015174
155.00 -65.00 -0.0033539
160.00 -65.00 -0.0048827
165.00 -65.00 -0.0060569
170.00 -65.00 -0.0068907
175.00 -65.00 -0.007416
180.00 -65.00 -0.0076766
-180.00 -60.00 -0.0098763
-175.00 -60.00 -0.0097008
-170.00 -60.00 -0.0093236
-165.00 -60.00 -0.0091168
-160.00 -60.00 -0.0091572
-155.00 -60.00 -0.0090748
-150.00 -60.00 -0.0083654
-145.00 -60.00 -0.0069297
-140.00 -60.00 -0.0053237
-135.00 -60.00 -0.0044229
-130.00 -60.00 -0.004727
-125.00 -60.00 -0.005882
-120.00 -60.00 -0.0068544
-115.00 -60.00 -0.0066649
-110.00 -60.00 -0.005132
-105.00 -60.00 -0.0030455
-100.00 -60.00 -0.0016117
-95.00 -60.00 -0.0015644
-90.00 -60.00 -0.0025922
-85.00 -60.00 -0.0035126
-80.00 -60.00 -0.0030694
-75.00 -60.00 -0.0007825
-70.00 -60.00 0.0027375
-65.00 -60.00 0.0061892
-60.00 -60.00 0.0083755
-55.00 -60.00 0.008845
-50.00 -60.00 0.0079933
-45.00 -60.00 0.006624
-40.00 -60.00 0.0053195
-35.00 -60.00 0.0040723
-30.00 -60.00 0.0024325
-25.00 -60.00 4.41e-05
-20.00 -60.00 -0.0028746
-15.00 -60.00 -0.0055315
-10.00 -60.00 -0.0070913
-5.00 -60.00 -0.0073178
0.00 -60.00 -0.0067735
5.00 -60.00 -0.0063742
10.00 -60.00 -0.0066508
15.00 -60.00 -0.0073347
20.00 -60.00 -0.0076065
25.00 -60.00 -0.0067854
30.00 -60.00 -0.0048901
35.00 -60.00 -0.002648
40.00 -60.00 -0.0009968
45.00 -60.00 -0.0004865
50.00 -60.00 -0.0009968
55.00 -60.00 -0.0019011
60.00 -60.00 -0.0025012
65.00 -60.00 -0.0024299
70.00 -60.00 -0.001794
75.00 -60.00 -0.0010167
80.00 -60.00 -0.0005122
85.00 -60.00 -0.0004081
90.00 -60.00 -0.0004818
95.00 -60.00 -0.0003314
100.00 -60.00 0.0003424
105.00 -60.00 0.0015323
110.00 -60.00 0.0029147
115.00 -60.00 0.0040163
120.00 -60.00 0.0044312
125.00 -60.00 0.0039611
130.00 -60.00 0.0026405
135.00 -60.00 0.0006936
140.00 -60.00 -0.0015266
145.00 -60.00 -0.0036232
150.00 -60.00 -0.00529
155.00 -60.00 -0.0064514
160.00 -60.00 -0.0072867
165.00 -60.00 -0.008064
170.00 -60.00 -0.0088864
175.00 -60.00 -0.0095823
180.00 -60.00 -0.0098763
-180.00 -55.00 -0.013191
-175.00 -55.00 -0.0121883
-170.00 -55.00 -0.0102905
-165.00 -55.00 -0.0090182
-160.00 -55.00 -0.0092788
-155.00 -55.00 -0.0104515
-150.00 -55.00 -0.0108689
-145.00 -55.00 -0.0093333
-140.00 -55.00 -0.0062711
-135.00 -55.00 -0.003444
-130.00 -55.00 -0.0024872
-125.00 -55.00 -0.0035827
-120.00 -55.00 -0.0053797
